Mix_ID,Cement_kg_m3,Fly_Ash_kg_m3,Silica_Fume_kg_m3,Metakaolin_kg_m3,GGBS_kg_m3,RHA_kg_m3,POFA_kg_m3,Fine_Sand_kg_m3,Water_kg_m3,Extra_Water_kg_m3,Water_Binder_Ratio,Na2SiO3_Content_kg_m3,NaOH_Content_kg_m3,KOH_Content_kg_m3,Activator_Molarity_M,Superplasticizer_kg_m3,Polypropylene_Fiber_Content_%,PP_Fiber_kg_m3,Fiber_Length_mm,Compressive_Strength_MPa,Flexural_Strength_MPa,Tensile_Strength_MPa,Elastic_Modulus_GPa,Interlayer_Bond_Strength_MPa,RCPT,Water_Absorption_%,Sorptivity,Gas_Permeability,Chloride_Penetration,Acid_Attack_Loss_%,Sulphate_Resistance_%,Printing_Speed_mm_s,Layer_Height_mm,Nozzle_Diameter_mm,Build_Direction,Print_Orientation,Anisotropy_Index,Density_kg_m3,Porosity_%,SEM_Results,XRD_Results,FTIR_Results,Curing_Temperature_C,Curing_Duration_days,Heat_Curing_Conditions,Curing_Method,Dataset_Distribution,Validation_Dataset,Testing_Dataset,Statistical_Normalization,Missing_Data_Handled,Feature_Selection_Method
SMG-CON,0,0,0,450,0,0,0,1450,210,10,0.32,110.0,45.0,0.0,10.0,8.0,0.25,2.2,12.0,41.2,5.8,3.4,25.8,2.9,2450,5.9,0.24,2.10×10⁻17,Moderate,9.8,82,16.0,10.0,20,Vertical,Longitudinal,1.22,2165,8.1,Porous geopolymer matrix with unreacted metakaolin particles,Moderate N-A-S-H gel peaks,Weak geopolymer gel network,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SMG-S10,0,0,0,405,45,0,0,1450,208,10,0.31,110.0,45.0,0.0,10.0,8.2,0.25,2.2,12.0,48.6,6.7,4.1,29.4,3.5,2140,5.1,0.2,1.82×10⁻17,Low,7.4,88,16.0,10.0,20,Vertical,Longitudinal,1.16,2190,7.0,Improved gel formation and reduced pore connectivity,Increased C-A-S-H gel intensity,Improved aluminosilicate bonding,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
SMG-S20,0,0,0,360,90,0,0,1450,205,10,0.3,108.0,44.0,0.0,10.0,8.4,0.25,2.2,12.0,56.8,7.9,4.9,33.2,4.2,1850,4.4,0.16,1.54×10⁻17,Very Low,5.8,92,16.0,10.0,20,Vertical,Longitudinal,1.1,2215,6.1,Dense hybrid gel matrix with fewer microcracks,Strong C-A-S-H and N-A-S-H peaks,Dense geopolymeric network,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
SMG-S30,0,0,0,315,135,0,0,1450,202,10,0.29,105.0,42.0,0.0,10.0,8.6,0.25,2.2,12.0,63.5,8.8,5.6,36.9,4.8,1620,3.9,0.13,1.30×10⁻17,Very Low,4.2,95,16.0,10.0,20,Vertical,Longitudinal,1.05,2240,5.2,Highly compact microstructure with refined pore distribution,Dominant hybrid gel phases,Strong polymerized silica bands,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
SMG-S40,0,0,0,270,180,0,0,1450,200,12,0.28,102.0,40.0,0.0,10.0,8.8,0.25,2.2,12.0,67.2,9.3,5.9,39.1,5.1,1490,3.5,0.11,1.18×10⁻17,Very Low,3.6,97,16.0,10.0,20,Vertical,Longitudinal,1.02,2260,4.6,Very dense matrix with minimal voids and crack formation,Strong crystalline and amorphous gel phases,Highly stable geopolymer network,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Standard scaling,Yes,Mutual information
SMG-RHA10,0,0,0,360,90,45,0,1450,206,12,0.3,108.0,44.0,0.0,10.0,8.5,0.25,2.2,12.0,61.4,8.5,5.3,35.8,4.6,1580,3.7,0.12,1.24×10⁻17,Very Low,3.9,96,16.0,10.0,20,Vertical,Longitudinal,1.04,2235,4.9,Fine RHA particles filled capillary pores effectively,Enhanced amorphous silica hump,Dense silica-rich gel network,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
SMG-POFA10,0,0,0,360,90,0,45,1450,206,12,0.3,108.0,44.0,0.0,10.0,8.5,0.25,2.2,12.0,59.8,8.2,5.1,35.0,4.4,1650,3.9,0.13,1.28×10⁻17,Very Low,4.1,95,16.0,10.0,20,Vertical,Longitudinal,1.05,2228,5.1,Refined pore structure with improved gel continuity,Increased secondary geopolymer phases,Stable aluminosilicate structure,60,7,Oven curing at 60°C,Heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
BM-CON,820,100,50,0,120,0,0,1450,245,10,0.3,,,,,8.0,0.5,4.5,12.0,42.8,6.1,3.7,27.5,2.9,2840,6.4,0.28,2.66×10⁻17,Moderate,12.0,78,18.0,10.0,20,Vertical,Longitudinal,1.24,2225,7.8,Moderate pore connectivity and interlayer voids observed,Strong C-S-H gel peaks identified,Stable silica gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
BM-FA15,697,223,50,0,120,0,0,1450,242,10,0.3,,,,,8.4,0.5,4.5,12.0,46.2,6.7,4.0,29.3,3.3,2520,5.7,0.24,2.26×10⁻17,Low,9.6,84,18.0,10.0,20,Vertical,Longitudinal,1.18,2218,7.0,Reduced capillary pores and improved matrix continuity,Increased amorphous hydration products,Improved silicate bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
BM-GGBS20,615,100,50,0,205,0,0,1450,238,10,0.29,,,,,8.7,0.5,4.5,12.0,52.4,7.6,4.8,32.6,4.0,2140,4.9,0.19,1.82×10⁻17,Low,7.2,90,18.0,10.0,20,Vertical,Longitudinal,1.12,2235,6.2,Dense C-A-S-H gel matrix with fewer microcracks,Strong C-A-S-H peaks observed,Dense aluminosilicate network,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
BM-SF5,780,100,100,0,120,0,0,1450,236,9,0.29,,,,,9.0,0.5,4.5,12.0,57.1,8.3,5.2,35.8,4.5,1820,4.2,0.15,1.50×10⁻17,Very Low,5.0,94,18.0,10.0,20,Vertical,Longitudinal,1.06,2250,5.5,Highly compact microstructure with minimal voids,Reduced crystalline phases,Strong polymerized silica bands,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
BM-RHA10,697,100,50,0,120,82,0,1450,240,10,0.3,,,,,8.6,0.5,4.5,12.0,54.6,7.9,5.0,34.2,4.2,1940,4.5,0.17,1.66×10⁻17,Low,6.0,92,18.0,10.0,20,Vertical,Longitudinal,1.09,2230,5.8,Fine RHA particles filled microvoids effectively,Enhanced amorphous silica hump,Dense silica-rich gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
BM-POFA10,697,100,50,0,120,0,82,1450,241,11,0.3,,,,,8.6,0.5,4.5,12.0,53.1,7.6,4.8,33.6,4.0,2010,4.7,0.18,1.72×10⁻17,Low,6.5,91,18.0,10.0,20,Vertical,Longitudinal,1.1,2222,6.0,Refined pore network with improved gel continuity,Increased secondary hydration phases,Stable aluminosilicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
BM-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,95.0,38.0,0.0,12.0,8.5,0.5,4.5,12.0,60.4,8.8,5.7,37.4,4.8,1690,3.8,0.12,1.26×10⁻17,Very Low,3.8,97,18.0,10.0,20,Vertical,Longitudinal,1.03,2185,5.0,Dense geopolymer matrix with low pore connectivity,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
LCA-CON,850,0,50,0,100,0,0,1450,250,10,0.3,,,,,8.0,0.5,4.5,12.0,44.6,6.3,3.8,28.2,3.0,2880,6.5,0.29,2.72×10⁻17,Moderate,12.2,78,18.0,10.0,20,Vertical,Longitudinal,1.24,2230,7.9,Moderate pore connectivity with standard cement matrix,Strong C-S-H peaks identified,Stable silicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LCA-FA20,680,170,50,0,100,0,0,1450,245,10,0.29,,,,,8.3,0.5,4.5,12.0,48.9,6.9,4.2,30.4,3.5,2480,5.6,0.23,2.20×10⁻17,Low,9.2,85,18.0,10.0,20,Vertical,Longitudinal,1.18,2220,6.9,Improved matrix homogeneity and refined pores,Increased amorphous hydration phases,Improved silica gel bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
LCA-GGBS25,638,0,50,0,212,0,0,1450,242,10,0.28,,,,,8.5,0.5,4.5,12.0,55.4,7.8,4.9,33.8,4.1,2050,4.8,0.18,1.78×10⁻17,Low,6.8,91,18.0,10.0,20,Vertical,Longitudinal,1.11,2242,6.0,Dense C-A-S-H gel matrix with fewer microcracks,Strong C-A-S-H peaks observed,Dense aluminosilicate network,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
LCA-RCA30,680,170,50,0,100,0,0,1015,248,12,0.3,,,,,8.4,0.5,4.5,12.0,42.8,6.0,3.6,27.0,2.8,2710,6.2,0.27,2.52×10⁻17,Moderate,11.0,80,18.0,10.0,20,Vertical,Longitudinal,1.26,2190,8.1,Recycled aggregate ITZ exhibited larger pores,Increased crystalline phases,Moderate gel continuity,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
LCA-RHA10,680,170,50,0,100,85,0,1450,245,12,0.29,,,,,8.6,0.5,4.5,12.0,53.2,7.5,4.7,32.7,4.0,1920,4.4,0.16,1.62×10⁻17,Very Low,5.6,93,18.0,10.0,20,Vertical,Longitudinal,1.08,2235,5.7,Fine RHA particles effectively filled capillary pores,Enhanced amorphous silica hump,Dense silica-rich gel network,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
LCA-POFA10,680,170,50,0,100,0,85,1450,246,12,0.29,,,,,8.6,0.5,4.5,12.0,51.6,7.3,4.5,31.9,3.8,1980,4.6,0.17,1.68×10⁻17,Low,6.1,92,18.0,10.0,20,Vertical,Longitudinal,1.1,2228,5.9,Improved pore refinement and secondary gel formation,Increased secondary hydration products,Stable aluminosilicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LCA-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,98.0,40.0,0.0,12.0,8.5,0.5,4.5,12.0,61.2,8.7,5.6,37.6,4.9,1660,3.7,0.12,1.24×10⁻17,Very Low,3.5,97,18.0,10.0,20,Vertical,Longitudinal,1.03,2180,5.0,Dense geopolymer matrix with low pore connectivity,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
LTD-CON,850,0,50,0,100,0,0,1450,250,10,0.3,,,,,8.0,0.5,4.5,12.0,45.1,6.4,3.9,28.5,3.1,2920,6.6,0.3,2.80×10⁻17,Moderate,12.8,77,18.0,10.0,20,Vertical,Longitudinal,1.25,2235,8.0,Interlayer pores and microcracks observed after long-term exposure,Strong C-S-H gel peaks,Stable silicate gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LTD-FA20,680,170,50,0,100,0,0,1450,245,10,0.29,,,,,8.3,0.5,4.5,12.0,49.2,7.0,4.3,30.7,3.5,2480,5.6,0.23,2.18×10⁻17,Low,9.0,85,18.0,10.0,20,Vertical,Longitudinal,1.18,2222,6.9,Improved matrix continuity and reduced capillary pores,Increased amorphous hydration products,Improved silica bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
LTD-GGBS25,638,0,50,0,212,0,0,1450,242,10,0.28,,,,,8.5,0.5,4.5,12.0,56.8,8.0,5.0,34.4,4.2,2010,4.7,0.18,1.72×10⁻17,Very Low,6.4,92,18.0,10.0,20,Vertical,Longitudinal,1.1,2248,5.8,Dense C-A-S-H matrix with minimal crack propagation,Strong C-A-S-H peaks observed,Dense aluminosilicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
LTD-RHA10,680,170,50,0,100,85,0,1450,244,12,0.29,,,,,8.5,0.5,4.5,12.0,54.0,7.7,4.8,33.0,4.0,1890,4.3,0.16,1.56×10⁻17,Very Low,5.3,94,18.0,10.0,20,Vertical,Longitudinal,1.08,2238,5.5,Fine RHA particles refined pore structure significantly,Enhanced amorphous silica hump,Dense silica-rich gel network,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
LTD-POFA10,680,170,50,0,100,0,85,1450,245,12,0.29,,,,,8.5,0.5,4.5,12.0,52.4,7.5,4.6,32.1,3.9,1960,4.5,0.17,1.64×10⁻17,Low,5.8,93,18.0,10.0,20,Vertical,Longitudinal,1.09,2230,5.7,Secondary gel products improved matrix compactness,Increased secondary hydration phases,Stable geopolymeric structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
LTD-RCA30,680,170,50,0,100,0,0,1015,248,12,0.3,,,,,8.4,0.5,4.5,12.0,43.0,6.1,3.7,27.2,2.9,2740,6.3,0.28,2.55×10⁻17,Moderate,11.2,80,18.0,10.0,20,Vertical,Longitudinal,1.27,2195,8.3,Weak ITZ around recycled aggregates with interconnected pores,Increased crystalline phases,Moderate gel continuity,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
LTD-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,98.0,40.0,0.0,12.0,8.5,0.5,4.5,12.0,62.5,8.9,5.8,38.2,5.0,1600,3.6,0.11,1.18×10⁻17,Very Low,3.2,98,18.0,10.0,20,Vertical,Longitudinal,1.02,2182,4.8,Dense geopolymer gel matrix with minimal degradation,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
MMS-CON,850,0,50,0,100,0,0,1450,250,10,0.3,,,,,8.0,0.5,4.5,12.0,44.8,6.3,3.8,28.4,3.0,2890,6.5,0.29,2.75×10⁻17,Moderate,12.4,78,18.0,10.0,20,Vertical,Longitudinal,1.24,2232,7.9,Interlayer pores and weak ITZ regions observed,Strong C-S-H gel peaks,Stable silicate gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
MMS-FA20,680,170,50,0,100,0,0,1450,245,10,0.29,,,,,8.3,0.5,4.5,12.0,49.5,7.0,4.3,30.8,3.5,2460,5.5,0.23,2.16×10⁻17,Low,8.9,85,18.0,10.0,20,Vertical,Longitudinal,1.17,2224,6.8,Improved matrix continuity and refined pore network,Increased amorphous hydration phases,Improved silica gel bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
MMS-GGBS25,638,0,50,0,212,0,0,1450,242,10,0.28,,,,,8.5,0.5,4.5,12.0,57.2,8.1,5.0,34.6,4.3,1980,4.6,0.17,1.68×10⁻17,Very Low,6.2,92,18.0,10.0,20,Vertical,Longitudinal,1.09,2250,5.7,Dense C-A-S-H matrix with reduced microcracks,Strong C-A-S-H peaks observed,Dense aluminosilicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
MMS-RHA10,680,170,50,0,100,85,0,1450,244,12,0.29,,,,,8.5,0.5,4.5,12.0,54.6,7.8,4.8,33.2,4.1,1860,4.2,0.15,1.52×10⁻17,Very Low,5.1,94,18.0,10.0,20,Vertical,Longitudinal,1.07,2240,5.4,Fine RHA particles effectively reduced capillary pores,Enhanced amorphous silica hump,Dense silica-rich gel network,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
MMS-POFA10,680,170,50,0,100,0,85,1450,245,12,0.29,,,,,8.5,0.5,4.5,12.0,53.0,7.5,4.6,32.3,3.9,1930,4.4,0.16,1.60×10⁻17,Low,5.6,93,18.0,10.0,20,Vertical,Longitudinal,1.08,2234,5.6,Secondary gel products improved pore refinement,Increased secondary hydration phases,Stable geopolymeric structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
MMS-RCA30,680,170,50,0,100,0,0,1015,248,12,0.3,,,,,8.4,0.5,4.5,12.0,43.2,6.1,3.7,27.1,2.8,2720,6.2,0.27,2.50×10⁻17,Moderate,11.0,80,18.0,10.0,20,Vertical,Longitudinal,1.26,2192,8.2,Recycled aggregate ITZ exhibited larger interconnected pores,Increased crystalline phases,Moderate gel continuity,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
MMS-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,98.0,40.0,0.0,12.0,8.5,0.5,4.5,12.0,63.1,9.0,5.9,38.5,5.1,1580,3.5,0.11,1.14×10⁻17,Very Low,3.0,98,18.0,10.0,20,Vertical,Longitudinal,1.02,2184,4.7,Dense geopolymer gel matrix with minimal degradation,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
PSA-CON,820,0,50,0,120,0,0,1450,245,10,0.3,,,,,8.0,0.5,4.5,12.0,43.5,6.2,3.8,27.9,3.0,2860,6.4,0.28,2.68×10⁻17,Moderate,12.1,78,18.0,10.0,20,Vertical,Longitudinal,1.23,2230,7.8,Moderate interlayer pores and capillary voids observed,Strong C-S-H gel peaks identified,Stable silicate gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PSA-FA20,656,164,50,0,120,0,0,1450,242,10,0.29,,,,,8.3,0.5,4.5,12.0,48.6,6.9,4.2,30.5,3.5,2420,5.4,0.22,2.10×10⁻17,Low,8.8,86,18.0,10.0,20,Vertical,Longitudinal,1.16,2222,6.8,Improved pore refinement and matrix homogeneity,Increased amorphous hydration phases,Improved silica gel bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
PSA-LC320,656,82,50,0,120,0,0,1450,240,10,0.29,,,,,8.5,0.5,4.5,12.0,52.1,7.5,4.7,32.8,4.0,2140,4.9,0.19,1.82×10⁻17,Low,6.9,91,18.0,10.0,20,Vertical,Longitudinal,1.1,2240,5.9,Dense limestone-clay hybrid matrix with reduced pore size,Increased carboaluminate phases,Strong aluminosilicate network,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
PSA-FA10LC310,656,82,50,0,120,0,0,1450,238,10,0.28,,,,,8.7,0.5,4.5,12.0,56.4,8.0,5.0,35.0,4.4,1810,4.1,0.15,1.46×10⁻17,Very Low,5.0,95,18.0,10.0,20,Vertical,Longitudinal,1.05,2252,5.1,Highly compact microstructure with minimal interconnected pores,Strong C-A-S-H and carboaluminate peaks,Dense polymerized silica bands,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
PSA-RHA10,656,164,50,0,120,82,0,1450,240,12,0.29,,,,,8.6,0.5,4.5,12.0,54.2,7.7,4.8,33.6,4.2,1900,4.3,0.16,1.58×10⁻17,Very Low,5.4,94,18.0,10.0,20,Vertical,Longitudinal,1.07,2238,5.4,Fine RHA particles effectively filled capillary pores,Enhanced amorphous silica hump,Dense silica-rich gel network,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
PSA-POFA10,656,164,50,0,120,0,82,1450,241,12,0.29,,,,,8.6,0.5,4.5,12.0,52.8,7.5,4.6,32.9,4.0,1970,4.5,0.17,1.66×10⁻17,Low,5.9,93,18.0,10.0,20,Vertical,Longitudinal,1.08,2230,5.6,Secondary gel formation improved pore refinement,Increased secondary hydration phases,Stable geopolymeric structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
PSA-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,98.0,40.0,0.0,12.0,8.5,0.5,4.5,12.0,61.8,8.8,5.7,37.9,4.9,1620,3.6,0.11,1.20×10⁻17,Very Low,3.3,98,18.0,10.0,20,Vertical,Longitudinal,1.02,2184,4.7,Dense geopolymer gel matrix with low pore connectivity,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
FC-CON,420,0,20,0,0,0,0,650,190,5,0.45,,,,,3.5,0.2,1.8,6.0,18.5,3.1,1.8,10.2,,3650,14.2,0.48,5.20×10⁻17,High,18.5,65,,,,,,,1420,32.5,Large interconnected pores and weak pore walls observed,Strong crystalline calcium phases,Moderate silica gel formation,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
FC-FA20,336,84,20,0,0,0,0,650,185,5,0.43,,,,,3.8,0.2,1.8,6.0,21.2,3.4,2.0,11.6,,3120,12.6,0.41,4.45×10⁻17,Moderate,15.2,72,,,,,,,1395,29.8,Improved pore refinement with reduced pore connectivity,Increased amorphous hydration phases,Improved silicate bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
FC-GGBS15,357,0,20,0,63,0,0,650,182,5,0.42,,,,,4.0,0.2,1.8,6.0,24.8,3.8,2.3,13.1,,2680,10.9,0.34,3.82×10⁻17,Moderate,11.8,80,,,,,,,1440,26.4,Dense matrix with smaller pore diameters,Strong C-A-S-H gel peaks observed,Dense aluminosilicate network,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
FC-RHA10,336,84,20,0,0,42,0,650,184,6,0.43,,,,,3.9,0.2,1.8,6.0,23.6,3.7,2.2,12.8,,2510,10.2,0.31,3.60×10⁻17,Low,10.4,84,,,,,,,1415,24.9,Fine RHA particles filled capillary pores effectively,Enhanced amorphous silica hump,Dense silica-rich gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
FC-POFA10,336,84,20,0,0,0,42,650,185,6,0.43,,,,,3.9,0.2,1.8,6.0,22.9,3.6,2.1,12.4,,2580,10.5,0.32,3.70×10⁻17,Low,10.9,82,,,,,,,1408,25.6,Secondary gel products improved pore refinement,Increased secondary hydration products,Stable aluminosilicate structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
FC-MK15,357,0,20,63,0,0,0,650,180,5,0.41,,,,,4.2,0.2,1.8,6.0,26.4,4.1,2.5,14.0,,2290,9.4,0.28,3.28×10⁻17,Low,8.5,88,,,,,,,1455,22.8,Compact matrix with reduced mesopore connectivity,Strong aluminosilicate gel peaks,Highly polymerized silica bands,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
FC-GEO20,0,220,0,150,80,0,0,650,165,10,0.36,72.0,28.0,0.0,10.0,4.0,0.2,1.8,6.0,29.8,4.5,2.8,15.7,,1960,8.2,0.22,2.84×10⁻17,Very Low,6.2,93,,,,,,,1380,20.5,Dense geopolymer gel matrix with minimal pore interconnectivity,Strong N-A-S-H gel peaks,Stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
NMR-CON,820,0,50,0,120,0,0,1450,245,10,0.3,,,,,8.0,0.5,4.5,12.0,44.2,6.2,3.8,28.1,3.0,2870,6.4,0.28,2.70×10⁻17,Moderate,12.0,78,18.0,10.0,20,Vertical,Longitudinal,1.23,2230,7.8,Moderate interlayer voids and pore connectivity observed,Strong C-S-H gel peaks identified,Stable silicate gel structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
NMR-FA20,656,164,50,0,120,0,0,1450,242,10,0.29,,,,,8.3,0.5,4.5,12.0,49.0,6.9,4.2,30.6,3.5,2430,5.5,0.22,2.12×10⁻17,Low,8.7,86,18.0,10.0,20,Vertical,Longitudinal,1.16,2224,6.8,Improved matrix continuity with refined capillary pores,Increased amorphous hydration products,Improved silica gel bonding,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
NMR-GGBS25,615,0,50,0,205,0,0,1450,238,10,0.28,,,,,8.6,0.5,4.5,12.0,56.6,8.0,5.0,34.3,4.3,1980,4.6,0.17,1.66×10⁻17,Very Low,6.0,92,18.0,10.0,20,Vertical,Longitudinal,1.08,2250,5.7,Dense C-A-S-H matrix with reduced microcracking,Strong C-A-S-H peaks observed,Dense aluminosilicate network,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Recursive feature elimination
NMR-RHA10,656,164,50,0,120,82,0,1450,240,12,0.29,,,,,8.5,0.5,4.5,12.0,54.1,7.7,4.8,33.1,4.1,1860,4.2,0.15,1.50×10⁻17,Very Low,5.0,94,18.0,10.0,20,Vertical,Longitudinal,1.07,2238,5.4,Fine RHA particles effectively filled pore channels,Enhanced amorphous silica hump,Dense silica-rich gel network,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Mutual information
NMR-POFA10,656,164,50,0,120,0,82,1450,241,12,0.29,,,,,8.5,0.5,4.5,12.0,52.7,7.5,4.6,32.4,4.0,1940,4.4,0.16,1.58×10⁻17,Low,5.5,93,18.0,10.0,20,Vertical,Longitudinal,1.08,2232,5.6,Secondary gel products improved pore refinement,Increased secondary hydration phases,Stable geopolymeric structure,25,28,,Ambient curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
NMR-MK15,615,0,50,155,120,0,0,1450,236,10,0.27,,,,,8.8,0.5,4.5,12.0,58.8,8.3,5.2,35.7,4.5,1760,3.9,0.13,1.38×10⁻17,Very Low,4.2,96,18.0,10.0,20,Vertical,Longitudinal,1.04,2260,5.0,Highly compact microstructure with minimal pore connectivity,Strong aluminosilicate gel peaks,Highly polymerized silica bands,25,28,,Ambient curing,Balanced,0.15,0.15,Standard scaling,Yes,Random forest importance
NMR-GEO20,0,350,0,250,150,0,0,1450,215,15,0.32,98.0,40.0,0.0,12.0,8.5,0.5,4.5,12.0,62.7,8.9,5.8,38.1,5.0,1600,3.5,0.11,1.16×10⁻17,Very Low,3.1,98,18.0,10.0,20,Vertical,Longitudinal,1.02,2182,4.6,Dense geopolymer matrix with low pore interconnectivity,Strong N-A-S-H gel peaks,Highly stable geopolymeric network,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Random forest importance
RSM-CON,0,300,0,250,150,0,0,1450,215,12,0.31,95.0,38.0,0.0,12.0,8.0,0.5,4.5,12.0,48.2,6.8,4.1,30.5,3.6,2240,5.2,0.2,1.92×10⁻17,Low,7.8,89,18.0,10.0,20,Vertical,Longitudinal,1.18,2180,6.2,Moderate pore connectivity with visible interlayer voids,Strong N-A-S-H gel peaks,Stable geopolymeric gel structure,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Min-Max normalization,Yes,Correlation-based
RSM-NC01,0,300,0,250,150,0,0,1450,212,12,0.3,95.0,38.0,0.0,12.0,8.2,0.5,4.5,12.0,51.4,7.2,4.4,32.0,3.9,2050,4.8,0.18,1.76×10⁻17,Low,6.5,92,18.0,10.0,20,Vertical,Longitudinal,1.14,2192,5.8,Nanocellulose improved matrix cohesion and reduced microcracks,Increased amorphous gel phases,Improved silicate polymerization,60,7,Heat curing at 60°C,Oven heat curing,Balanced,0.15,0.15,Standard scaling,Yes,PCA
